stock_number,brand,model,sub_type,horse_power,gear_type,fuel_type,mileage,build_year,co2_emission,expected_sales_price,sold_price
LH31153,Citroen,C3,Blue-HDi,100,Manual,Diesel,106196,2017,95,13500,12799.0
ZN43898,Citroen,Berlingo,1.6 Blue-HDi,99,Manual,Diesel,22737,2017,113,18850,19599.0
MT49820,Fiat,Panda,1.2 City Cross,70,Manual,Benzin,34282,2017,129,12490,12499.0
FF44108,Nissan,Juke,1.6,190,Manual,Benzin,130039,2011,159,8950,8999.0
BX93674,Peugeot,208,1.2 PureTech,82,Manual,Benzin,65682,2018,109,11999,11699.0
NP25839,Honda,Civic,1.6 DTEC,120,Manual,Diesel,107054,2016,98,14490,14299.0
JK69285,Mercedes-Benz,A-Klasse,A 200 D,135,Automatic,Diesel,57151,2018,120,24999,24999.0
MW46378,Volvo,V 40,2.0 D2,120,Manual,Diesel,94784,2017,89,15999,15999.0
ZM82972,Renault,Kangoo,1.5 dCi,75,Manual,Diesel,147068,2017,112,10499,10499.0
VT83381,Mazda,CX-3,2.0,121,Manual,Benzin,6509,2020,121,21750,20299.0
LH06960,Citroen,Berlingo,Multispace 20 Aniv,99,Manual,Diesel,79008,2018,113,17999,17599.0
VP94593,Fiat,500,1.2,70,Manual,Benzin,26406,2016,115,11950,11799.0
AJ60657,Hyundai,i30,1.6 CRDi,116,Manual,Diesel,33064,2019,107,17999,17999.0
UB53300,Fiat,500,1.2,70,Manual,Other,44081,2018,115,13599,13599.0
EL39664,Kia,Sportage,1.6 GDI ,132,Manual,Benzin,50925,2016,156,16395,15999.0
TM12617,Nissan,Juke,1.2,115,Manual,Benzin,39270,2018,128,16490,15299.0
DY23869,Kia,Carens,1.6 GDi,135,Manual,Benzin,19684,2018,150,17490,16499.0
LF02404,Mazda,CX-5,2.0,165,Manual,Benzin,62545,2014,139,15499,15499.0
PE30208,Honda,Jazz,1.3 i-VTEC,102,Manual,Benzin,97985,2017,116,13690,13699.0
KK79728,Volvo,V 40,2.0 D3,150,Automatic,Diesel,67437,2018,108,20500,19999.0
VK07067,Skoda,Rapid,1.2 TSI,90,Manual,Benzin,41324,2017,107,12490,12099.0
DN92769,Peugeot,2008,1.2 e-THP,130,Manual,Benzin,8265,2019,117,18999,18999.0
JW66914,Peugeot,Rifter,1.5 Blue-HDi,131,Manual,Diesel,32233,2019,115,25999,25999.0
UX05508,Peugeot,3008,1.6 Blue-HDi,120,Manual,Diesel,90220,2014,108,13490,13099.0
UJ55660,Fiat,124 Spider,124 Spider,140,Manual,Benzin,63353,2017,148,20599,20599.0
NH84687,Mercedes-Benz,B-Klasse,B 180 CDI,110,Automatic,Diesel,121406,2014,112,15950,15599.0
ZL67548,Citroen,C4 Cactus,BlueHDi,102,Manual,Diesel,21758,2019,97,17490,17499.0
JV06141,Dacia,Sandero II,TCe 90 18,90,Manual,Benzin,17485,2018,127,13290,12899.0
AY77169,Kia,cee'd,1.4 CVVT,100,Manual,Benzin,14389,2019,145,16899,16499.0
AV38584,Citroen,C3,1.2 PureTech,82,Manual,Benzin,14676,2018,109,13999,13999.0
HU53379,BMW,1er,118d,150,Manual,Diesel,75047,2015,114,18399,18399.0
YV06989,Jeep,Renegade,1.0 TGDi,120,Manual,Benzin,25229,2019,130,19399,19699.0
NA95023,Mazda,CX-3,2.0,120,Automatic,Benzin,84794,2017,136,16999,16599.0
ES67814,Mercedes-Benz,A-Klasse,A 180 d,115,Duplex,Diesel,44783,2018,111,29150,26399.0
NV88624,Ford,Tourneo,1.0 EcoBoost,100,Manual,Benzin,98920,2017,120,12750,12799.0
SK48683,Seat,Ateca,1.5 TSI,150,Duplex,Benzin,18825,2019,129,27450,26599.0
VF74724,Dacia,Dokker,1.5 dCi ,90,Manual,Diesel,64760,2018,108,14500,14499.0
HZ67362,Citroen,C3,1.2 VTi,82,Manual,Benzin,27849,2018,110,14000,13599.0
VP84498,Kia,Rio,1.1 CRDi,75,Manual,Diesel,100118,2016,99,9800,9599.0
YX75241,Opel,Corsa,1.2 CMon,80,Manual,Benzin,26760,2009,146,6500,6499.0
FW02991,Peugeot,Rifter,Allure  Standard,110,Manual,Benzin,51464,2019,126,24999,24599.0
YT99677,Volkswagen,Golf VI,2.0 TSI,210,Duplex,Benzin,89860,2010,173,15499,15499.0
YE76572,Citroen,C1,1.2 VTi,82,Manual,Benzin,38885,2018,99,11500,11499.0
WW30942,Fiat,500,1.2,70,Automatic,Benzin,147696,2010,118,6999,6999.0
EB85486,Renault,Scenic, dCi 81kw 110cv EDC E6,110,Automatic,Diesel,97566,2017,104,17999,17499.0
DH68049,Hyundai,Tucson,1.7 CRDi,115,Manual,Diesel,47668,2018,119,21490,21299.0
MT87848,Seat,Leon,2.0 TDI,150,Manual,Diesel,87508,2015,111,17490,16899.0
RZ81483,Mazda,CX-3,2.0 Skyactiv,120,Automatic,Benzin,47626,2017,136,19999,19999.0
GL64438,BMW,X1,xDrive 20dA,190,Automatic,Diesel,134984,2016,129,24499,23199.0
TN99975,Seat,Ibiza,1.4 TDI,90,Manual,Diesel,39957,2016,95,14500,13499.0
GF70928,Hyundai,i20,1.2,85,Manual,Benzin,101432,2015,112,9900,9799.0
VZ91397,Opel,Astra K,1.4 Turbo,125,Manual,Benzin,39129,2019,135,16590,15499.0
VL48862,Seat,Ibiza,1.0 55kW 75CV,75,Manual,Benzin,24190,2018,112,12999,12699.0
XW09138,Dacia,Sandero II, TCE 66kw 90cv,90,Manual,Benzin,22136,2019,127,13799,13599.0
TB79766,Citroen,C3 Aircross,1.2 e-THP,110,Manual,Benzin,13711,2020,110,19150,17499.0
NZ19660,BMW,1er,116d,115,Manual,Diesel,53140,2016,104,18499,17699.0
LY23840,Smart,fortwo,0.9 Turbo,90,Automatic,Benzin,61410,2019,114,13999,13899.0
NP42104,Toyota,C-HR,1.8 Hybrid,122,Automatic,Other,35238,2017,87,21990,20799.0
NK80885,Nissan,Juke,1.6 CVT ,190,Automatic,Benzin,129895,2011,175,10500,10499.0
BA45604,Kia,Stonic,1.0 TGDi,120,Manual,Benzin,36148,2018,130,16990,15599.0
VS93238,Dacia,Duster,1.5 dCi,90,Manual,Diesel,80010,2016,115,13000,13299.0
SX82393,Volkswagen,Polo,1.0,75,Manual,Benzin,34211,2018,110,13500,13699.0
YA62099,Ford,Tourneo,1.0 EcoBoost,100,Manual,Benzin,18401,2017,120,16500,16499.0
DE34645,Mitsubishi,Space,120,80,Manual,Benzin,83156,2015,100,8490,8399.0
WT20334,Mercedes-Benz,A-Klasse,A 200 d,150,Automatic,Diesel,50753,2019,110,32999,32999.0
LC00925,Peugeot,3008,1.2 PureTech EAT6,130,Automatic,Benzin,74658,2018,120,23999,23999.0
FG64841,Ford,Fiesta,1.25,82,Manual,Benzin,99306,2015,120,9599,9599.0
GP14168,Hyundai,Tucson,1.6,132,Manual,Benzin,71079,2017,147,17699,17699.0
RP34270,Opel,Corsa,1.2,85,Manual,Benzin,146638,2014,119,7999,7999.0
DJ76125,Ford,Focus,1.5 TDCi,120,Manual,Diesel,73104,2017,105,15900,15899.0
LZ37002,Citroen,C4 Grand Picasso,1.2 e-THP,130,Automatic,Benzin,52052,2017,115,19999,20199.0
VV62083,Citroen,DS3,1.2 PureTech,110,Manual,Benzin,101661,2015,104,10500,9699.0
SV03761,Kia,XCeed,1.0 TGDI,120,Manual,Benzin,12254,2021,135,21350,20099.0
GE57993,Honda,Civic,1.0 VTEC Turbo,130,Manual,Benzin,85508,2017,117,19499,18899.0
NA57518,Kia,Venga,1.4,90,Manual,Benzin,139733,2010,147,6499,6499.0
GB22771,Kia,Sportage,1.6 GDI,132,Manual,Benzin,26960,2018,156,18999,18999.0
PJ22279,Mercedes-Benz,C-Klasse,C 220 ,170,Automatic,Diesel,153113,2014,110,21900,19999.0
ZH91050,Citroen,C4 Cactus, BlueHDi,102,Manual,Diesel,44100,2019,97,16800,15499.0
AY10355,Hyundai,Tucson,1.6 CRDi,116,Manual,Other,14956,2020,114,24499,24499.0
AV28191,Ford,Focus,1.0 EcoBoost,125,Automatic,Benzin,27668,2019,107,20299,20299.0
ED25104,Volkswagen,Tiguan,2.0 TDI,140,Manual,Diesel,147753,2012,139,14199,14199.0
GG69532,Renault,Megane,1.2 TCe Energy,132,Manual,Benzin,133346,2016,119,13490,12799.0
XE62866,Citroen,C4 Cactus,1.6 Blue-HDi,100,Manual,Diesel,92616,2016,92,12899,12199.0
JS27884,Citroen,C3,BlueHDi,100,Manual,Diesel,102666,2017,95,13390,12399.0
ME65987,Kia,Picanto,1.2 CVVT,85,Manual,Benzin,52699,2017,106,10499,10499.0
HZ60568,BMW,1er,116d,115,Manual,Diesel,126078,2015,97,14299,14099.0
KJ54390,Renault,Captur,0.9 TCe Energy 90cv,90,Manual,Benzin,25261,2016,113,12990,12999.0
CM34606,Peugeot,308,1.5 Blue-HDi SW SS,131,Manual,Diesel,77319,2020,98,17300,15799.0
TW10148,Citroen,C4 Cactus,1.2 PureTech,82,Manual,Benzin,121704,2015,107,10499,10099.0
YR83345,Skoda,Fabia,1.0 TSI,110,Manual,Benzin,31198,2021,124,15699,15699.0
EZ40166,Fiat,500,1.2,70,Manual,Benzin,38549,2018,115,12000,11999.0
EY85968,Citroen,Berlingo,1.6 Blue-HDi,120,Manual,Diesel,57516,2018,113,18499,18499.0
SM15165,Dacia,Sandero III,1.0 TCe,91,Manual,Benzin,11352,2020,127,16800,16799.0
FU36205,Mercedes-Benz,GLA-Klasse,GLA 180,122,Automatic,Benzin,71718,2018,144,27999,26199.0
XV02120,Mazda,CX-3,2.0 ,121,Manual,Benzin,36624,2018,141,19999,19599.0
LC21114,Volkswagen,Golf VII,1.4 TSI,125,Automatic,Benzin,36287,2018,119,21399,20899.0
KA50867,Toyota,Auris,1.8 140H Hybrid,100,Automatic,Other,40591,2018,91,17500,17499.0
RF78300,Audi,A4,2.0 TDI,150,Automatic,Diesel,70512,2015,127,19800,20499.0
UG42158,Skoda,Fabia,1.0 MPI,75,Manual,Benzin,33889,2019,111,12490,12299.0
DE89749,Skoda,Octavia,1.6 Combi TDI,115,Manual,Diesel,32207,2019,109,17779,17799.0
SV47394,Peugeot,Partner,TEPEE Outdoor,100,Manual,Diesel,155451,2015,113,13990,13999.0
JY82265,Mercedes-Benz,A-Klasse,180,122,Duplex,Benzin,31409,2018,126,25350,25399.0
KR37257,Nissan,Micra,1.0 IG-T,101,Manual,Benzin,24622,2019,103,15800,14199.0
JF06846,Seat,Leon,1.2 TSI,110,Manual,Benzin,35776,2017,114,16999,15399.0
ZV24665,Hyundai,Kona,1.0 T-GDI,120,Manual,Benzin,39764,2020,120,17200,17199.0
HF65267,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,62539,2018,82,15290,15299.0
WZ72665,Citroen,C3,1.2 PureTech,68,Manual,Benzin,63377,2017,109,11599,11599.0
JX97380,Citroen,C3,1.2 PureTech,82,Manual,Benzin,62328,2018,109,13099,13099.0
XW29758,Renault,Kadjar,1.2 TCe Energy,130,Duplex,Benzin,67730,2018,134,19999,19999.0
GP41512,Ford,Focus,1.6 Ti-VCT,125,Manual,Benzin,61140,2011,136,8799,8799.0
RZ73640,Ford,Fiesta,1.0 EcoBoost,100,Manual,Benzin,24313,2019,111,16490,15599.0
NC37347,Nissan,Qashqai,1.2,115,Manual,Benzin,99631,2014,129,13999,13999.0
WV43180,Seat,Ibiza,1.2 TSI,85,Manual,Benzin,68902,2015,119,8495,8899.0
KV84457,Kia,cee'd,1.0 TGDI,120,Manual,Benzin,42087,2018,120,14490,14499.0
XD22779,Seat,Arona,1.0 TSI,95,Manual,Benzin,56233,2017,111,15300,14899.0
EW31159,Ford,Kuga,2.0 TDCi,150,Manual,Diesel,49442,2017,120,22500,21799.0
FK82395,Renault,Captur,0.9 Energy,90,Manual,Benzin,114519,2017,113,14250,13399.0
ZX21751,Fiat,500C,1.2,70,Manual,Benzin,46894,2017,115,12990,12399.0
WM89910,Peugeot,2008,1.2 PureTech,110,Manual,Benzin,33592,2018,103,17399,17399.0
GT00524,Hyundai,i30,2.0 TGDI,275,Manual,Benzin,23663,2018,178,27999,27999.0
FW03456,Toyota,Yaris,1.5 Dual VVT-iE,110,Manual,Benzin,70580,2017,109,12999,12999.0
XW58837,Renault,Scenic,Zen Energy,130,Manual,Diesel,45823,2017,116,18499,18499.0
GU87249,Citroen,C4 Cactus,Puretech  81kw 110cv ,110,Manual,Benzin,34167,2017,100,14899,14699.0
DC23720,Volvo,XC 40,2.0 T4,190,Automatic,Benzin,68886,2018,156,31999,31999.0
LZ56087,Mazda,CX-3,2.0,150,Automatic,Benzin,57824,2017,146,19990,19399.0
WR27169,Ford,Mondeo,2.0 TDCi,150,Manual,Diesel,91041,2019,132,17832,17799.0
YW06828,Peugeot,Partner,TEPEE,100,Automatic,Diesel,42740,2018,109,17899,17899.0
XG63990,Kia,Sportage,1.7 CRDi VGT,115,Manual,Diesel,31544,2017,119,19995,19499.0
AM20079,Hyundai,Tucson,1.6 GDi,132,Manual,Benzin,21193,2017,147,19800,18299.0
CS39683,Renault,Megane,1.5 dCi,110,Manual,Diesel,114560,2015,114,11899,11499.0
PW41538,Volkswagen,Tiguan,1.5 TSI,150,Automatic,Benzin,15610,2019,138,35500,34999.0
CJ68908,Audi,Q2,35 TFSI,150,Duplex,Benzin,91202,2018,126,25900,23699.0
WK72952,Toyota,Auris,130,132,Manual,Benzin,38878,2014,38,12250,12299.0
RK29637,Mercedes-Benz,B-Klasse,B 180 CDI,110,Manual,Diesel,88658,2014,113,14799,14799.0
GL28360,Citroen,C3,1.2 PureTech SS,82,Manual,Benzin,41871,2019,110,13499,13099.0
CU12936,BMW,1er,116d,115,Automatic,Diesel,27610,2019,118,25299,25299.0
SJ39083,Peugeot,3008,2.0 Blue-HDi,180,Automatic,Diesel,61686,2018,129,30350,27299.0
KY32184,Renault,Scenic,1.2 TCe Energy,115,Manual,Benzin,29180,2016,140,12000,11899.0
HH59309,Kia,Sportage,1.6 CRDi Drive Plus ,116,Manual,Diesel,46250,2019,114,21500,21099.0
MZ33164,Peugeot,3008,1.2 e-THP,130,Manual,Benzin,38313,2017,117,23990,23499.0
FE93461,Opel,Cascada,1.4 Turbo,140,Manual,Benzin,44944,2016,149,17899,17599.0
UM28633,Nissan,X-Trail,1.6 dCi,130,Automatic,Diesel,69897,2017,139,22999,22999.0
FC51912,Citroen,C4 Cactus,1.2 VTi,82,Manual,Benzin,97467,2015,107,11599,11599.0
PW37759,Fiat,500X,1.6,110,Manual,Benzin,86960,2017,147,12900,12999.0
AM23532,Jeep,Compass,2.0 MJet Limited ,140,Manual,Diesel,137809,2017,138,21499,20299.0
YA89316,Dacia,Sandero II,0.9 TCe Stepway Comfort,90,Manual,Benzin,15230,2018,127,13250,13299.0
VC99630,Peugeot,208,1.2 PureTech Signature,82,Manual,Benzin,15238,2019,110,13800,13099.0
XZ57565,Peugeot,308,1.6 HDi,92,Manual,Diesel,64436,2013,107,9299,9299.0
HR26421,Hyundai,ix35,1.7 CRDi,115,Manual,Diesel,152604,2013,139,12799,12799.0
YK89281,Mercedes-Benz,A-Klasse,A 180 CDI,110,Manual,Diesel,75549,2014,105,17999,17999.0
PF91480,Kia,Rio,1.2,85,Manual,Benzin,72191,2016,115,10400,9999.0
FF88565,BMW,3er,320i,185,Automatic,Benzin,44581,2019,129,31999,31999.0
TS91305,Citroen,Berlingo,1.5 BlueHDi,102,Manual,Diesel,59558,2018,112,22350,21999.0
UW91476,Mazda,MX-5,2.0 Zenit,184,Manual,Benzin,19585,2019,156,29900,26799.0
CF28535,Citroen,C3,1.2 PureTech SS,110,Manual,Benzin,18002,2019,108,15499,14399.0
XX22128,Mitsubishi,Outlander,PHEV,135,Automatic,Other,22842,2018,40,30450,31299.0
WT37607,Opel,Vivaro,1.6 Biturbo CDTI,125,Manual,Diesel,68616,2017,145,23500,23499.0
CN19116,Citroen,C4 Aircross,HDi Stop Start,115,Manual,Diesel,90123,2016,119,14999,14399.0
LS32033,Citroen,C-Elysée,1.6 Blue-HDi,100,Manual,Diesel,29148,2015,98,11299,10999.0
MV34833,BMW,3er,320d,190,Automatic,Diesel,57692,2019,113,37499,37499.0
YA44628,Citroen,Berlingo,1.5 Blue-HDi,102,Manual,Diesel,64492,2019,112,23497,22899.0
JC15836,BMW,1er,116d,115,Manual,Diesel,142367,2011,118,9990,9999.0
CH85719,Citroen,C4 Aircross,1.6 HDi,115,Manual,Diesel,148267,2013,119,11999,11999.0
SB90853,Citroen,C3,BlueHDi,100,Manual,Diesel,60105,2018,95,15299,14899.0
ER33216,Seat,Arona,1.0 TSI,115,Manual,Benzin,25513,2018,113,18499,18199.0
KP79925,Dacia,Sandero II,0.9 TCe,90,Manual,Benzin,18570,2019,127,13799,13799.0
EC61200,Suzuki,Vitara,1.6 VVT,120,Manual,Benzin,93906,2017,123,16590,16199.0
PV48918,Volkswagen,Golf,1.6 TDI,116,Manual,Diesel,152195,2017,106,15999,15599.0
YW50097,Mercedes-Benz,GLA-Klasse,GLA 180,122,Automatic,Benzin,58671,2018,135,28750,26599.0
XP47248,Seat,Ibiza,1.6 TDI,105,Manual,Diesel,50444,2015,109,10300,10300.0
ER78800,Hyundai,Tucson,1.6 GDi ,132,Manual,Benzin,38487,2019,152,20500,20499.0
JD87434,Hyundai,Tucson,1.7 CRDi,115,Manual,Diesel,97271,2017,119,18699,18299.0
FE81260,Opel,Mokka X,1.4 Turbo,140,Manual,Benzin,63977,2019,150,17490,16299.0
DU16382,Renault,Kadjar,1.3 TCe Zen,140,Manual,Benzin,25907,2020,127,22990,22499.0
LG01397,Citroen,C4,BlueHDi,100,Manual,Diesel,78094,2018,95,14250,13699.0
ZV47626,Hyundai,i20,1.2,85,Manual,Benzin,39685,2017,112,11000,10999.0
LP86246,Citroen,C3,1.2 VTi,82,Manual,Benzin,29875,2017,109,13490,13099.0
SG19044,Mercedes-Benz,A-Klasse,A 160,95,Manual,Benzin,75316,2010,143,8499,8499.0
CU59281,Ford,Fiesta,1.25,82,Manual,Benzin,62317,2015,120,10000,9699.0
FJ65467,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,163,Automatic,Benzin,38206,2017,159,21800,21799.0
KF19108,Renault,Clio,1.5 dCi ,90,Manual,Diesel,78824,2017,85,13900,13299.0
XL85653,Dacia,Duster II,1.2 TCe Prestige ,125,Manual,Benzin,47381,2018,138,15999,15499.0
VG49470,Citroen,Berlingo,1.5 BlueHDi,102,Manual,Diesel,34274,2020,107,23999,23499.0
KJ92610,Citroen,C5 Aircross,1.2 PureTech,131,Manual,Benzin,32264,2019,119,23999,23099.0
HA33038,Nissan,Qashqai,1.2,115,Manual,Benzin,26648,2016,129,17299,17299.0
WD72582,Renault,Megane,1.5 dCi,110,Manual,Diesel,147115,2015,114,9499,9199.0
CN48039,Dacia,Lodgy,Stepway,116,Manual,Diesel,22890,2021,129,17499,17499.0
JR56362,Peugeot,3008,1.6 HDi,115,Manual,Diesel,86768,2013,125,11990,11799.0
GD32804,Volkswagen,Golf,1.5 TSI EVO,131,Manual,Benzin,15815,2018,113,19499,19499.0
BD87756,Kia,Picanto,1.0 CVVT,67,Manual,Benzin,39755,2017,101,11299,11099.0
JA46741,Peugeot,5008,Allure,150,Manual,Diesel,98968,2016,115,14999,14999.0
YA03923,Seat,Ibiza,1.2 TSI,105,Automatic,Benzin,8246,2015,120,12990,12999.0
JP60425,Audi,A3,30 TDI 85 116 Sportback,116,Manual,Diesel,94659,2019,118,23900,23199.0
DL40477,Mercedes-Benz,GLA-Klasse,GLA 200 d,135,Automatic,Diesel,20113,2019,150,33999,33999.0
WC02369,Citroen,C3,1.2 VTi,82,Manual,Benzin,22305,2018,110,14900,12299.0
ME86391,Toyota,C-HR,1.8 125H,122,Automatic,Other,25277,2017,87,21500,21299.0
JP95470,Peugeot,Partner,1.6 BlueHDi,100,Manual,Diesel,89642,2015,113,15490,15099.0
YX87527,Citroen,C4 Picasso,1.2 PureTech,130,Manual,Benzin,34324,2018,116,18999,18499.0
NN47351,Mazda,CX-30,2.0 Mild-Hybrid,122,Manual,Benzin,6672,2021,134,27990,26999.0
DV60892,Peugeot,208,1.6 HDi,92,Manual,Diesel,127573,2015,95,9999,9999.0
YW42805,Hyundai,i30,1.4 ,100,Manual,Benzin,91263,2014,139,9490,9399.0
MC88503,Renault,Clio,0.9 Energy,90,Manual,Benzin,38194,2018,118,13999,13999.0
HP54363,Citroen,C3,1.2 VTi,82,Manual,Benzin,13393,2017,109,14500,13399.0
FL70487,Honda,Civic,1.0 VTEC,126,Manual,Benzin,34735,2019,110,20900,20899.0
ER06878,Kia,Rio,1.2 CVVT Drive ,85,Manual,Benzin,130148,2012,114,7999,7799.0
PW98901,Renault,Twingo,0.9 TCe Zen,90,Automatic,Benzin,7642,2019,119,14750,13899.0
AH74218,Opel,Corsa,1.4,100,Manual,Benzin,5647,2014,120,9100,9099.0
RA41820,Toyota,Verso,2.0 D-4D,125,Manual,Diesel,145456,2010,140,9999,9999.0
FM57891,Opel,Mokka X,1.4 Turbo,140,Manual,Benzin,14643,2019,150,18904,17199.0
ZH41797,Peugeot,5008,1.2 Allure PureTech ,130,Manual,Benzin,39397,2018,120,26900,26499.0
AU07611,Kia,Stonic,1.2,85,Manual,Benzin,13950,2017,118,14990,14999.0
TM82062,Opel,Mokka X,1.6 CDTI,135,Manual,Diesel,87479,2017,114,15899,15899.0
GD52756,Opel,Mokka X,1.6 CDTI,135,Manual,Diesel,104516,2016,106,14999,14999.0
XH34876,Kia,Sportage,1.6 CRDi,116,Manual,Diesel,69234,2020,110,22999,22999.0
NF83595,BMW,1er,118i,135,Manual,Benzin,14772,2018,137,23183,20699.0
PF38630,Seat,Ibiza,1.6 TDI,95,Manual,Diesel,70855,2018,99,14499,14499.0
JH75889,Kia,cee'd,1.4 TGDI,140,Manual,Benzin,35932,2019,132,20500,17699.0
ZL80230,Mercedes-Benz,GLA-Klasse,GLA 200 d,135,Manual,Diesel,81042,2016,110,24500,24499.0
XM19212,Volkswagen,Sharan,1.4 TSI,150,Manual,Benzin,85165,2018,153,27250,26599.0
ZM54809,Seat,Ibiza,1.0 TSI,116,Automatic,Benzin,41044,2019,112,19999,19999.0
FJ70734,Renault,Clio,0.9 TCE Energy,90,Manual,Benzin,40713,2017,105,12999,12399.0
LN65536,Seat,Ibiza,1.2,70,Manual,Benzin,65123,2011,125,7899,7899.0
ZZ79152,Audi,A1,1.0 TFSI,95,Manual,Benzin,60010,2017,98,16350,15499.0
EU69102,Citroen,Berlingo,BlueHDi 130 6v,131,Manual,Diesel,12413,2019,117,27999,27999.0
MR55391,Mercedes-Benz,B-Klasse,B 200 CDI,135,Manual,Diesel,127795,2011,121,13250,13299.0
AU71912,Hyundai,Kona,1.6 GDI HEV,141,Duplex,Other,18837,2020,90,23299,22899.0
JK57960,Suzuki,Jimny,1.3,85,Manual,Benzin,19334,2016,162,17499,17499.0
WU39844,Ford,Kuga,1.5 TDCi,120,Manual,Diesel,110023,2017,115,17000,15799.0
TM65202,Seat,Leon,1.6 TDI,105,Manual,Diesel,81072,2014,99,11900,11699.0
SR71920,Opel,Insignia,2.0 CDTI,160,Manual,Diesel,60814,2011,129,10900,10899.0
UK58500,Audi,A1,30 TFSI Sportback,116,Manual,Benzin,34190,2019,111,23799,23299.0
VZ22497,Smart,fortwo,0.9,90,Automatic,Benzin,12355,2019,114,16350,16099.0
WD24236,Toyota,Yaris,1.5 Hybrid,75,Automatic,Other,42946,2018,84,16199,14499.0
NE53850,Citroen,C4, e-HDi 115 ,115,Manual,Diesel,57616,2015,100,11990,11999.0
AX27684,Peugeot,Partner,1.6 BlueHDi,100,Manual,Diesel,89484,2018,113,16250,16299.0
GS21254,Nissan,Qashqai,1.6 dCi,130,Manual,Diesel,47032,2017,129,18999,18799.0
NJ94868,Peugeot,208,1.6 eHDi,92,Manual,Diesel,65985,2015,95,11799,11799.0
GS31830,Hyundai,Kona,1.0 TGDI,120,Manual,Benzin,16356,2018,117,16999,16499.0
NV65524,Volkswagen,Touran,1.6 TDI,115,Automatic,Diesel,55174,2018,115,26499,26499.0
LM48166,Suzuki,Vitara,1.6 DDiS,120,Manual,Diesel,120068,2015,111,14999,14999.0
ZW08854,Seat,Leon,2.0 TSI,280,Manual,Benzin,82853,2014,154,20799,20799.0
HG35342,Peugeot,208,1.2 PureTech,82,Manual,Benzin,41103,2017,104,11999,11999.0
SY79333,Peugeot,2008,1.2 VTi,82,Manual,Benzin,44416,2017,114,14099,13899.0
SG18223,Mazda,CX-3,2.0 G Zenith,121,Manual,Benzin,48184,2019,141,19999,19999.0
ZX61844,Dacia,Sandero II,1.2,75,Manual,Benzin,6147,2017,117,10499,9899.0
JE12056,Mazda,2,1.5,115,Manual,Benzin,135252,2016,115,12999,12999.0
CN36995,Renault,Megane,1.2 TCe,132,Manual,Benzin,48520,2018,119,15750,14899.0
KS10584,Citroen,Berlingo,Multispace,99,Manual,Diesel,135314,2017,113,14989,14999.0
BT92677,Jeep,Compass,1.4 MAir 103kw,140,Manual,Benzin,29150,2019,155,23990,23999.0
FF93719,Subaru,Forester,2.0 Diesel,147,Automatic,Diesel,71421,2018,163,26500,26499.0
TR75354,Ford,Focus,1.0 EcoBoost AutoSt.St ,125,Manual,Benzin,29367,2017,108,14990,14799.0
ED56656,Dacia,Sandero II,1.2 75cv,75,Manual,Benzin,3987,2014,135,8499,8499.0
LR50131,Kia,cee'd,1.0 TGDI,120,Manual,Benzin,29996,2019,125,18200,16899.0
AS89152,Ford,Focus,1.5 EcoBoost,182,Manual,Benzin,18807,2020,120,25950,25999.0
YN25147,Renault,Captur,0.9 TCe 18,90,Manual,Benzin,125730,2017,113,13699,13099.0
ZD64251,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,72073,2017,108,15250,15299.0
YB19409,Seat,Ibiza,Style,80,Manual,Benzin,60579,2018,112,12799,12799.0
SR44094,Renault,Captur,TCe,90,Manual,Benzin,8952,2018,113,16799,16499.0
DA06061,Fiat,500,1.2,70,Manual,Benzin,11121,2018,116,12350,11099.0
ED46143,Ford,Focus,1.0 EcoBoost,125,Manual,Benzin,19480,2019,107,18900,16899.0
UL72153,Kia,Sportage,1.6 GDI,132,Manual,Benzin,24543,2017,156,16990,16999.0
KN13365,Fiat,500,1.2,70,Manual,Benzin,75984,2014,119,8999,8999.0
PP92585,Toyota,AYGO,1.0-VVT-i,72,Manual,Benzin,24704,2018,93,10990,10299.0
DH66480,Ford,Tourneo,1.0 EcoBoost,100,Manual,Benzin,110326,2018,120,15299,14799.0
TG21911,Seat,Ateca,1.4 TSI ACT,150,Manual,Benzin,25073,2018,123,23999,23999.0
BT98627,Mercedes-Benz,GLA-Klasse,200d,135,Automatic,Diesel,25924,2018,150,31400,30399.0
EG49978,Kia,pro_cee'd,1.6 CRDi VGT ,128,Manual,Diesel,77007,2013,112,10100,10099.0
BK64934,Opel,Corsa,1.4,90,Manual,Benzin,46149,2017,120,11999,11799.0
ZA03726,Seat,Ibiza,1.0,75,Manual,Benzin,31453,2018,112,12800,12399.0
CL75713,Fiat,500X,1.4 ,140,Automatic,Benzin,93277,2016,133,16100,16099.0
JJ54096,Renault,Kangoo,N1 dCi 75,68,Manual,Diesel,46129,2016,112,12990,12999.0
RZ49827,Volkswagen,Polo,1.2 TSI,90,Manual,Benzin,52758,2016,107,13850,12599.0
XJ36095,Citroen,C3,1.6 Blue-HDi SS,75,Manual,Diesel,150383,2017,93,9950,9999.0
HC54019,Hyundai,Tucson,1.6 GDI BlueDrive,132,Manual,Benzin,64081,2017,147,17999,17999.0
MW40694,Mercedes-Benz,CLA-Klasse,CLA 220 d,170,Duplex,Diesel,73063,2013,117,23499,23499.0
